장소명,리뷰,별점
공간샘스터디카페 분당서현점,집에서 공부하다가 너무 답답해서 처음 와봤는데 완전 깨끗하고 집중 잘되고 좋아요~코로나 때문에 칸막이랑 띄어앉기도 되어 있고 완전 안심되네요...^^사장님이 엄청 청결하신 분이신지 책상이랑 의자가 반짝반짝 윤이 나는게 이렇게 관리잘된 스터디카페는 처음이네요.정액권 끊어서 열공해야겠어요~~~,5
공간샘스터디카페 분당서현점,재방문입니다~^^  다른곳보다  깨끗하구집중도  더 잘되네용  !!  굿굿굿,4.5
공간샘스터디카페 분당서현점,두번째 왔는데  집중이 잘되요.,5
공간샘스터디카페 분당서현점,좋아요.,5
공간샘스터디카페 분당서현점,깨끗한 환경이 맘에 들고 조용하게 집중할수있어 넘 좋네요~ 재방문 할께욤..,5
공간샘스터디카페 분당서현점,조용하고 깨끗해서 공부도 잘되는 공간입니다,5
공간샘스터디카페 분당서현점,깨끗한 공간조용해서 집중이 잘 됩니다,5
공간샘스터디카페 분당서현점,독서실 좋아요~~,5
공간샘스터디카페 분당서현점,시설 깔끔하고 공부하기 좋은 환경이에요 ㅎㅎ,5
공간샘스터디카페 분당서현점,조용하고 깨끗하고 최고입니다.,5
공간샘스터디카페 분당서현점,집에서 공부하다 집중 안되서 왔는데 시설도 깨끗하고 공부하기 좋네요,5
공간샘스터디카페 분당서현점,"공간샘 블로그보구 방문했는데 엄청 깨끗하고 관리가 잘되어 있는듯 해요남자 사장님도 친절하시구요~우선 체험삼아 2주 끈었는데, 3개월  끈으면 할인에 더 넣어주는 이벤트도 하니깐2주 끈나믄 장기 등록해야겠어요강추강추입니다~~!!!",5
공간샘스터디카페 분당서현점,오늘 처음 방문했는데 독서실처럼답답하지도 않고 공부하기 좋아요.다음에 또 갈려구요.,5
올라스터디카페 야탑점,사장님 제발 가격 올리지말아주세여..이가성비에 이렇게 시설좋은곳 없어요ㄹㅇ충전기 담요 독서대 음료 프린트 다 무료로돼고ㅠㅠ진짜 대박이에요 전 판교에서부터 여기와요,5
올라스터디카페 야탑점,근방에서 가장 저렴하고 깨끗하고 시설도 좋고 다 좋아요근데 화장실이 건물 화장실인데 너무 안좋고 갈때마다 큐알찍는게 귀찮아요…또 성남사랑상품권을 안받는게 아쉬워요,4.5
올라스터디카페 야탑점,좋어요,5
올라스터디카페 야탑점,굿,4
반디서원 24시스터디카페,시설 너무 좋은데 포스트잇에 시끄럽다 이런말 너무 막말로 쓰는 분위기..ㅠ,4
반디서원 24시스터디카페,굿,5
반디서원 24시스터디카페,여전히 책상 넓어서 헤어나올 수 없음 ㅋㅋ 굳굳,5
반디서원 24시스터디카페,깔끔하고 책상이 넓어서 좋아요!,5
반디서원 24시스터디카페,퇴근 하고 조용한 분위기에서 공부하고 싶을 때 가는 곳입구에 발열이랑 소독제 있어서 안심되고무엇보다 칸막이가 제대로 기능(높음)해서 남 시선 신경 안 쓰여서 좋음노트북으로 강의 들어서 책상 크기가 중요한데 노트북 넣고 책 넣어도 공간 활용 넉넉함그리고 가장 중요한 추위 잘 타는 체질인데 푹신푹신한 담요랑 방석 덕에 허리 걱정도 안 하고 종종 가는 곳,5
반디서원 24시스터디카페,"노트북 타자 치러 갔다가 낭패봤습니다; 열람실은 당연히 안되고 휴게실을 이용해야 하는데.. 우선 휴게실이 너무 좁습니다. 의자도 일반 의자가 아니라 각 잡힌? 붙박이 의잔데 다리를 엉덩이 아래쪽으로 끌어당길 수도 없고 직각으로 정자세 유지할 수밖에 없는 구조라 아주 불편합니다. 등받이랑 엉덩이 쪽에 쿠션도 없고.. 방석이 비치돼 있었지만 그걸론 해결이 안됩니다. 책상도 의자랑 같은 식이구요. 화장실도 화장실 안에 변기칸이 따로 있는 게 아니라 일반 가정집처럼 돼 있어서 어지간해선 한명씩 밖에 못들어 갑니다. 여자화장실이 좀 떨어져있기라도 하면 소변보는 사람, 세면대 이용하는 사람해서 한번에 두명은 이용할 텐데 말이죠. cctv도 녹화중인 걸 tv로 보게 해놨는데 너무 노골적이라 감시 당하는 기분이 들더군요.",2
반디서원 24시스터디카페,"칸막이, 조명, 백색소음 덕에 집중이 잘 됩니다. 깔끔하고 인쇄도 편리합니다.",5
반디서원 24시스터디카페,깨끗하고  시서넘좋아요,4
반디서원 24시스터디카페,좌석이 거의 칸막이로 되어있어서 집중해서 공부하기 좋아요! 조명이 노랗긴한데 많이 밝지도 않고 어둡지도 않아요. 조용하고 화장실도 깨끗함.cctv가 많아서 도난 걱정이 잘 안들어용.. 근데 코로나2단계라 휴게실에서도 취식은 안돼요. 짧은 시간권은 중지(휴식)/퇴실처리가 안됩니당..,5
반디서원 24시스터디카페,깔끔해요,4.5
반디서원 24시스터디카페,책걸상이 마음에 듭니다. 남의 시선 안 보이고 책상이 넓어서 집중이 잘 되네요. 스탠드 있는것도 좋아요.,5
반디서원 24시스터디카페,책상이 우리학교 운동장 보다 큼,5
반디서원 24시스터디카페,굿굿,5
반디서원 24시스터디카페,깔끔하고 좋았어요 ㅎ,5
플랜에이 스터디카페 동판교센터,공부하기 좋아요!,4.5
플랜에이 스터디카페 동판교센터,스터디카페인데 왜 시간정액제가 없고 일일권만 있는지 이해가 안가네요. 이러면 저녁 8시에 와도 4시간공부하려고 1만2천원 내야하는데 융통성이 없는것같아요. 다른 플랜에이 스카들은 정액제 있다고 나오던데 이상해요,3
플랜에이 스터디카페 동판교센터,친절하세요,5
플랜에이 스터디카페 동판교센터,굿,5
플랜에이 스터디카페 동판교센터,굿,2.5
플랜에이 스터디카페 동판교센터,갠적으로는 너무 비싸다고 느껴지고 1일권 결제가 24시간을 주는 게 아니라 익일 12시인가 2시?만 지나면 무조건 초기화되는데 밤 10시에 와도 가격은 똑같이 1만 5천원 불러가지고 기어코 그 가격으로만 결제해야하는 게 좀 이해가 안 됐음. 2~4시간에 1만 5천원? 합리성과 융통성이 결여된 느낌. 그래서 아침에 와야 그나마 안아깝다. 가격이 비싸서 거의 오고싶지 않은 거 빼면 시설이나 인테리어 이런 건 최상,3.5
플랜에이 스터디카페 동판교센터,청결하고 조용합니다~^^,5
플랜에이 스터디카페 동판교센터,👍,4
플랜에이 스터디카페 동판교센터,3,4
플랜에이 스터디카페 동판교센터,조용하면서 깨끗해서 공부하기에 적당한 분위기입니다,5
셀독24스터디카페 태평역점,다 좋은데 소음빌런은 관리를 안해주세요,3.5
셀독24스터디카페 태평역점,화장실 깨끗,3.5
셀독24스터디카페 태평역점,화장실이 예쁘고 깨끗해요. 공부 잘돼요 :),5
셀독24스터디카페 태평역점,공부하기 정말 쾌적해요~ 집중도 잘 되는 분위기라 매일 열심히 합니다 ㅎㅎ,5
셀독24스터디카페 태평역점,우리동년배들 전부여기서공부한다^^*****,5
셀독24스터디카페 태평역점,공부하기 아주 좋습니다. 쾌적하고 집중도 잘 되네요 ㅎㅎ,5
셀독24스터디카페 태평역점,공부좀해보려구 지인 소개로 방문했습니다. 일단 둘러보고 별로면 그냥 나오려고 했는데 환경도 쾌적하고 다들 공부하는 분위기가 좋아서 등록했습니다. 직원분도 너무친절하시고 관리도 잘되는것같네요👍,5
셀독24스터디카페 태평역점,쾌적한 환경에서 공부해서 그런지 집중이 정말 잘 돼요앞으로 잘 이용하겠습니다번창하세요,5
셀독24스터디카페 태평역점,지인 추천으로 처음 가본 스터디 카페에용 ㅋㅋㅋㅋㅋㅋ 확실히 좋네요집중력 진짜 약한데 여기에서는 정말 집중 잘되는것 같아요장소가 사람을 정신차리게 만드는거 같아요강추 합니다 강추강추강추,5
셀독24스터디카페 태평역점,스터디카페 처음 가봤는데 분위기 엄청 좋네요!! 열공하는 사람들도 많아서 같이 집중하게 되네요 번창하세요 계속 갈게요ㅠㅠ,5
셀독24스터디카페 태평역점,너무 깔끔하고 좋아요! 쾌적한 환경도 좋고 너무 조용해요. 제가 이 동네에서 여러군데 가봤는데 여기 같은데는 없어요. 여기서 정착을 하려고 마음 먹었어요! 저처럼 괜히 여기저기 돌아다니지 말고 후기 보고 좋은데 등록했으면 좋겠네요. 여기 굉장히 추천해요. 사장님 감사합니다,5
셀독24스터디카페 태평역점,간식 항상 감사합니다 👍최고,5
셀독24스터디카페 태평역점,관리 잘되는것같아요 ^^ 애들보내고 걱정되는데 항상 상주하는 관리자분들 자상하고 듬직해서 좋은것같아요.,5
셀독24스터디카페 태평역점,오픈때부터 7달넘게 쭉 다니는데 공부 잘돼요^^ 추천,5
셀독24스터디카페 태평역점,직원분들도 굉장히 친절하시고 무엇보다도 공부환경이 너무 잘되어있어서 집중이 잘됩니다! 합격의 기쁨을 누리길 원하신다면 태평역 셀독 스터디카페 강력 추천드립니다.,5
셀독24스터디카페 태평역점,"백색소음이 있어서  더 집중이 잘 되었고, 휴게실도 넓고 깔끔해요👍👍 자주 갈거같아요👍",5
착한스터디카페 수진역점,성남에서 가장 저렴하고 시설좋은 곳인 것 같아요. 여러 스터디카페 다녀봤지만 공부집중하기에 적합한 곳입니다. 집이랑 좀 멀더라도 편리해서 작년부터 계속 이용하고 있어요~!^-^,5
착한스터디카페 수진역점,인근 스카에서 공부하다 여기 오늘 처음 와보고 결제 했는데 시설도 좋고 가격도 착하고 좋네요~ 옮기길 잘한거 같아요~~!!,5
착한스터디카페 수진역점,지금까지 다녀본 스카 중에 제일 시설이 잘되어있는거 같아요!! 왠만한 필요한거 다 있어서 너무 좋아요 ꒰◍ˊ◡ˋ꒱  사장님도 친절하셔서 너무 만족스럽습니다!!!ヾ(*´∀｀*)ﾉ,5
착한스터디카페 수진역점,성남에서 제일 시설 좋고 깔끔한 스터디카페 인정합니다! 스터디 모임 때문에 처음 왔다가 너무 좋아서 약속시간 전 시간이 남아서 개인공부도 하게 되었어요 ㅎㅎ 화장실도 깨끗하고 휴게공간도 만족합니다! 자주 애용하려고요 ^^,5
착한스터디카페 수진역점,시설 좋고 조용하고 관리가 아주 잘 되는 곳!! 강추,5
착한스터디카페 수진역점,요 주변 스카들중에 여기가 진짜 최고 가격도 너무 싸서 좋아요 ~!!,5
착한스터디카페 수진역점,첫번째방문,3.5
착한스터디카페 수진역점,집중하기  좋아요,5
착한스터디카페 수진역점,가격도저렴하고관리가 수시로 되고있다는점특히 조명이 좋아요!암튼 넘  만족합니다,5
착한스터디카페 수진역점,시설오 깨끗하고 가격이 저렴하여 좋아요 !,4.5
착한스터디카페 수진역점,"가격이 저렴하지만 가격을 생각하지 않아도, 좋습니다.",5
착한스터디카페 수진역점,"가격이 저렴한데, 전체적으로 매우 좋습니다.",5
착한스터디카페 수진역점,처음 방문했는데 시설이 깔끔하고 분위기도 좋아서 공부하는 데 집중이 잘 됐어요. 화장실도 바로 옆에 붙어있고 깨끗해서 좋았습니다. 앞으로도 자주 이용할 것 같습니다!,5
착한스터디카페 수진역점,백색소음도 적당했고 책상 밑 공간도 충분해서 다리펴기도 편했습니다! 책상도 넓어서 잘 집중할 수 있었어요. 앞으로 자주 방문할게요ㅎㅎ,4.5
착한스터디카페 수진역점,스터디카페 여러군데가봤는데 여기가젤좋아요 ㅎㅎ,3.5
착한스터디카페 수진역점,책상이 다 원목이고 백색소음도 좋네요!,4.5
착한스터디카페 수진역점,깨끗하고 조용해요무료 에스프레소 커피랑 저렴한간식도 좋네요,5
착한스터디카페 수진역점,주로 노트북으로 공부해야하는데 백색소음이 적당히 깔려서 마음이 한결 편해요ㅎㅎ! 휴게실 안에 자판기가 있어서 간단한 과자나 음료구입이 편해서 좋습니당~~ 무엇보다 의자가 폭신하고 부드러운 바퀴여서 편해요!!!! 0.5점 뺀 이유는..... 화장실 온수가 안나오는게 너무 아쉬워요😭 손 떨어질뻔... 그치만 그거 감수하고도 너무 좋습니당!!! 집에서 조금 먼데도 버스타고 와용!,4.5
착한스터디카페 수진역점,시설좋고 값도 저렴하고 좋은것 같습니다,5
착한스터디카페 수진역점,시설도 좋고 공부 집중하기에도 좋아요!!,5
착한스터디카페 수진역점,자판기 최고 가격도 짱 착하고 사장님도 완전 친근하셔요,5
착한스터디카페 수진역점,집앞에 새로 생겼는데 백색소음도 적당하고 신설이라 시설도 좋고 좋아용 이벤트해서 결제했습니당,5
착한스터디카페 수진역점,커피 음료 과자 자판기가 휴개실안에 있어서 좋고 넓고 새건물이라 매우 깨끗함. 특히 화장실도 깨끗ㅎㅎ특히 여긴 사장님과 소통이 잘되서 좋은듯 요즘 여기정착했는데 체고 ~~,5
착한스터디카페 수진역점,사장님이 너무 친절하시고 시설도 너무 깨끗하고  분위기가 너무 좋아요!,5
착한스터디카페 수진역점,시설 짱 깨끗하고 첨 왔을 때 너무 깔끔하고 편해서 공부하기도 좋은 분위기여서 여길 오길 잘했다는 생각입니당 (๑･̑◡･̑๑),5
착한스터디카페 수진역점,시설이 너무좋고 공부하기에 최적의 장소인거 같아요~~~사장님도 너무 친절하셔서 좋아요~ 여러군데 다녀봤지만 여기가 제일 좋은거 같아요!! 강추,5
착한스터디카페 수진역점,"코로나 19 방역 수칙의 준수도 잘되있고 넓은 책상의크기, 무료로 이용할수있는 무릎담요와 독서대 정말 편하게 이용하고왔어요!! 사장님도 정말 친절하셔서 강추드립니다!!!",5
착한스터디카페 수진역점,사장님 완전 착하세요😆😆 자주 찾아올거같아용! 완전 강추!!,5
착한스터디카페 수진역점,시설이 되게 예쁘고 깨끗해서 좋았어요 !맨날 갈려구용 ㅎㅎㅎ,5
착한스터디카페 수진역점,집앞이라 가봤는데 생긴지 얼마 안되서 되게 깔끔하고 조용해서 공부하기 좋았어요 이벤트중이라서? 가격도 엄청싸서 다음에는 기간권으로 끊어야겠어요 ㅋㅋㅋ,5
착한스터디카페 수진역점,근처 다른 스터디카페보다 훨씬 조용하고 시설도 좋고 가격까지 엄청 저렴하네요 계속 이용할게요!!,5
공간샘스터디카페 분당이매점,분위기 좋아요! 다른 스터디카페보다 공부 분위기가 잘 잡혀있는 느낌이라 자주 오고 있어요,4.5
공간샘스터디카페 분당이매점,조아요~~ 쾌적하고 조명과 모든게 완벽해요 ㅋㅋ 대학생인데 여기서 공부하기 조아요~~,5
공간샘스터디카페 분당이매점,지인 추천으로 괜찮다해서 2주이용하였는데 공간이 쾌적해서 좋았습니다.시험기간이라 사람도 많고 마스크도 썼는데 상쾌하게 이용했습니다,5
공간샘스터디카페 분당이매점,집중최고  ㆍ공부도 잘되고  깔끔   짱,5
공간샘스터디카페 분당이매점,공부 집중 잘되고 아주 좋아용,5
공간샘스터디카페 분당이매점,깔끔ㆍ조용ㆍ쾌적까지  공부집중 아주 잘되요,5
공간샘스터디카페 분당이매점,계단이용해야하는것 때문에 주변 스터디카페들만 이용하다 새로운곳에서 기분전환할겸 와봤는데 시설이 제일 깔끔하고 좌석도 다양하고 너무좋아요 저는 완전막히지않고 또 완전오픈식도 아닌 커튼방이 맘에쏙들어서 앞으로자주이용할것같아요,4
공간샘스터디카페 분당이매점,"얼마전부터 다닐 독서실을 찾느라 근처 여러곳 이용해봤는데, 여기는 시설도 너무 좋고 조용해서 제일 마음에 들었습니다. 앞으로 잘 이용할 것 같아요 !",5
공간샘스터디카페 분당이매점,"화장실이 밖에있어서 외출찍고 나갔다 오는건 귀찮지만, 자리시설이나 휴게공간이나 대여물품등 완전 만족입니다 :) 머그컵이나 텀블러 들고오면 차도 마실수 있더라구요!",4.5
공간샘스터디카페 분당이매점,1년이상 이용하고 있는데 이 근방에서 제일 청결하고 시설좋아요,5
공간샘스터디카페 분당이매점,세번째 정기권을 끊게 되었습니다. 그만큼 이곳에서 공부가 잘 됩니다. 집중공간과 음악공간을 자유롭게 왔다갔다 하면서 공부하고 있습니다. 이매 공간샘 추천합니다~^^,5
공간샘스터디카페 분당이매점,시간권 끊고 과제나 중간 기말 공부하러 다니는스터디카페에요! 자리도 많고 쾌적하고 깔끔해서 좋아요ㅎㅎ 커피도 너무 맛있구요!! 그리고 백색소음도 있어서 집중할수있어요.환기만 좀 더 신경써주시면 (특히 집중공간) 더욱 완벽할것같습니당 ㅎㅎ,5
공간샘스터디카페 분당이매점,"공간샘에서 공부하는 것이 굉장히 좋아서 한달 더 연장해서 계속 이용중입니다. 깨끗하고 관리가 굉장히 잘 되는 스터디카페입니다. 백색 소음의 중요성도 몰랐는데, 집중에 도움이 되는 것 같습니다. 앞으로도 시험 보는 날까지 꾸준히 이용하려고 합니다. ^^",5
공간샘스터디카페 분당이매점,깨끗하고 조용하고 좋아요~,4.5
공간샘스터디카페 분당이매점,좋아용,5
공간샘스터디카페 분당이매점,수험생활을 시작하게 되면서 우연히 알게 된 스터디카페입니다. 제가 거주하는 동네는 학원가여서 독서실과 스터디카페가 다른 지역보다 더 많은 것 같아요. 저는 공부환경을 중요시해서 집중이 잘 되는 곳을 찾고 있었습니다. 중앙 도서관도 가보고 다른 스터디카페도 일일권을 끊어서 공부해봤습니다. 그러다가 공간샘에서 공부를 하게 되었는데 진짜 딱이었어요. 청결한 관리는 기본이고 집중공간과 음악공간으로 나뉘어서 그날그날의 기분에 따라서 공부도 가능하고요. 분위기 자체도 조용하고 열공하는 분위기입니다. 너무 좋아서 4주기간권을 끊어서 다니는중입니다. 시험이 있는 11월까지 꾸준히 다닐 계획입니다. 정말 강추하는 스터디카페입니다. 집앞에 공간샘이 있음에 감사하는 중입니다. 공간샘 앞으로도 번창하길 바랍니다~~!! ^^,5
공간샘스터디카페 분당이매점,"주차시설때문에 알아보다가 방문해서 2시간정도 이용해봤어요. 주차도 무료이고 커텐실(독립공간), 음악공간, 집중공간, 휴게공간 시설이 너무 좋아서 바로 55시간 등록하고왔어요. 다른 스터디카페랑 비교했을때 시설과 분위기정말 최고네요! 좋은 공간 감사드립니다:)",5
공간샘스터디카페 분당이매점,시설 분위기 다 정말 만족했어요!! 사람도 적당히 있고 음악 나오는 공간 조용한 공간 분리된 것도 좋구요... 음료 쪽도 깔끔하게 잘 되어있고 .. 집중해서 공부했습니다~ 자주 방문할게요^^,5
공간샘스터디카페 분당이매점,스터디카페 여러곳 다녀봤는데 여기가 이 주변에서 저한테 제일 잘 맞는 공간인것같아요 어제 처음 와보고 너무 좋아서 오늘 또 왔습니다ㅎㅎ 개방된 곳 뿐만 아니라 1인실도 있어서 좋은것같아요! 분위기도 좋고 음료도 무한리필이라 좋았어요 다른 스카 갈땐 커피 사가느라 몇천원씩 썼었는데 여기는 커피머신이랑 에이드 만들어먹을 수 있는 탄산수 제조기도 있어서 가성비 좋은것같아요ㅎㅎ 앞으로 애용할것같아요!,5
공간샘스터디카페 분당이매점,깨끗하고 !영수증 때문에 다시 연락 드렸는데 너무 친절하게 대해주셨고 책상 높이 좋고 ! 깨끗합니다,5
공간샘스터디카페 분당이매점,너무 깔끔하고 깨끗해요 마실것도 준비 되어있어 좋습니다! 아늑합니다,5
공간샘스터디카페 분당이매점,"깨끗해요. 여러 종류 좌석이 있는것과 커피를 포함해서 얼음, 정수기, 프린트 있는게 맘에 들어요!",5
공간샘스터디카페 분당이매점,매일 카페만 가다가 스터디카페 첨으로 왔는데 커피도 있고 탄산수에 마실거리가 참 많네요,5
공간샘스터디카페 분당이매점,좋아요,5
초심스터디카페 성남태평역점,공부하기 너무 좋아요~!!! 최적의 장소입니당^^,5
초심스터디카페 성남태평역점,깨끗해요,4
THE CLASS 스터디카페 수내점,좋아요,5
THE CLASS 스터디카페 수내점,좋아요,4
THE CLASS 스터디카페 수내점,좋아요,5
THE CLASS 스터디카페 수내점,자리넓고 시설좋음,5
THE CLASS 스터디카페 수내점,좋아요,5
THE CLASS 스터디카페 수내점,새로 생겨서 깨끗하고 좋아요,5
THE CLASS 스터디카페 수내점,"책상도 진짜 넓고 깔끔하고 비품도 많고 관리도 잘되고 그냥 스카중에 최고입니다!!!!!!!!!! 중,고등학생들이 시끄러운것 빼곤,,,,그점은 좀 아쉽지만 대학생이 이용하기 넘 좋은것같아요",5
THE CLASS 스터디카페 수내점,책상이 넓어서 여러 책 올려놓고 편하게 공부하기좋습니다.  저는 허리가 편한 의자가 좋은데시디즈 의자가 좋네요.네스프레소 커피 좋아하는데 1500원에셀프로 커피 뽑아먹을수 있어서 더 좋습니다.여기 오면 맘이 편해지고 책을집중해서 볼 수 있어 효과가 납니다.몇차례 애용해보고 있는데집에서 하는 것보다 좋습니다.,5
THE CLASS 스터디카페 수내점,제가 정자 살구 수내 미금 정자 스터디 카페는 거의다 가본거 같은데 솔직히 시설 책상 사이즈 분위기..이런거 여기가 제일이에요. 가방걸이에 옷걸이 발받침대 이런 사소한것도 다 있구.. 얼음 푸는것마저 살균기에 보관하고 머신기도 있고 진짜 좋은데휴식할 수 있는 곳이 로비겸이다 보니까간단한 요기를 할 수 있는 별도 장소사 없어서 주변에 마땅히 먹을 곳도 없고 집까지 갔다가 와야하는번거로움은 좀 있어요 ㅠㅠ 그래도 시설은 진짜 짱++) 리뷰쓰고 담날 왔더니 바구니에 떡 구비해 주셨더라구요.. ㅠㅠ 하나 꺼내 먹으니 든든하고 좋아요. 감사합니다,5
THE CLASS 스터디카페 수내점,무인이어서 이용하기 너무 편리해요!! 근데 무인임에도 관리가 느무 잘되어있고 쾌적하네요 자주 이용할거같아요!!,5
THE CLASS 스터디카페 수내점,생긴지 얼마 안된거같아 깨끗하고 인근에 스터디카페들 보다 조용해서 공부하는데 집중도 잘되네요캡슐머신도 이용 가능해서 앞으론 여기로 다녀야겠어요~,5
THE CLASS 스터디카페 수내점,책상이 진짜 넓어요...,5
THE CLASS 스터디카페 수내점,(광고아님)원래 무인 24시인데 코로나로 매일 5시부터 오픈하더라고요! 일찍 여는 데가 많이 없어 차 타고 찾아갑니다집중도 잘 되고 시설도 많이 신경쓴 게 느껴집니다. 장기간 이용하게 될 것 같아요..!,5
THE CLASS 스터디카페 수내점,딸아이가 다니는데 넓고 깨끗해서 좋다고합니다^^,5
THE CLASS 스터디카페 수내점,좋아요,5
셀독24스터디카페 단대오거리역점,좋아요,5
셀독24스터디카페 단대오거리역점,좋아요,5
셀독24스터디카페 단대오거리역점,좋아요,5
셀독24스터디카페 단대오거리역점,ㅇ,4
셀독24스터디카페 단대오거리역점,공부하기 좋아요,4
셀독24스터디카페 단대오거리역점,#셀독 #스터디카페 #백색소음 #스벅 #뷰맛집집중 잘 되고 넘 좋아용 ㅎㅎ,5
비바체 스터디카페,"정말 깨끗하고 쾌적합니다!문의사항 있을 때마다 연락 드렸었는데항상 친절하게 답 해주셨어요!안에 커피머신이랑 음료도 마실 수 있게 되어있고, 화장실도 정말 깨끗해요자리도 편안하고 집중도 잘 돼서 계속 방문 할 생각입니다 :)",5
비바체 스터디카페,굿,5
비바체 스터디카페,좋아요. 재등록했어요,5
비바체 스터디카페,깔끔하고 신경많이쓰신티가 나요 쾌적합니다시간권 끊다가 정기권으로 바꿧습니다.휴대폰번호로 출입하는 시스템이라 편해요조용하고 화장실도 내부라 좋아요,5
비바체 스터디카페,깔끔하고 좋아요,5
비바체 스터디카페,너무 깔끔하고 쾌적해요. 다른 스터디 카페랑 다르게 노트북 사용 가능한 존도 넓고 자리 많아서 좋았습니다. 사장님도 엄청 친절하세요^^!,5
비바체 스터디카페,좋아요,3.5
비바체 스터디카페,새로 생긴 스터디카페라 그런지시설 너무 깔끔하고 직원분이 관리를잘 해주시는 거 같아요,5
비바체 스터디카페,호니 너무 좋아요,5
비바체 스터디카페,조용하고 쾌적해서 공부하기 좋아요!,5
비바체 스터디카페,#가천대새로 생겨서 와봤는데 깔끔해서 좋았어요,5
비바체 스터디카페,깨끗해서 좋아여~~,5
어라운드스터디카페 분당야탑점,재등록 했습니다:D,5
어라운드스터디카페 분당야탑점,위치도좋고 가격도 저렴한편이라 좋아요 무엇보다도 사장님께서 작은것까지도 많이 신경쓰시는게 느껴져서 자주 이용하고 있어요 :),5
어라운드스터디카페 분당야탑점,깨끗하고 조용해서 공부하기 좋아요 졸릴때 잠깐씩 서서 공부할 수 있게 높은 책상도 있고 무료음료랑 안마의자도 만족하고있어요ㅋㅋ,5
어라운드스터디카페 분당야탑점,동네 스터디 카페중에 시설도 분위기도 여기가 제일 좋아요. 안마의자 갬동😍😍,5
어라운드스터디카페 분당야탑점,사장님 피드백도 빠르시고 쾌적해서 이용하기좋았습니다 ^^덕분에 전기기사 필기합격했어요♡무료음료도 계절마다바꿔주시고 세심한 배려 감사합니다. 다음 시험기간에 또올게요!!,5
어라운드스터디카페 분당야탑점,시설도 좋고 공기도 쾌적해요5주간 열공 하다갑니다처음 이용하시는분들은 저처럼 무인시스템에 당황하지마세요~,5
어라운드스터디카페 분당야탑점,공부하기 좋아요,4
어라운드스터디카페 분당야탑점,너무 친절하세요~~,5
어라운드스터디카페 분당야탑점,성인들이 많아서 분위기가 조용하고 좋아요 책상이 넓어서 안답답하고 커피맛도 좋음.♡♡,5
어라운드스터디카페 분당야탑점,근처 스터디카페 다 다녀봤는데 여기가 제일 좋아요.  피드백도 빠르고 깨끗해서 잘 이용하고 있습니다.,5
어라운드스터디카페 분당야탑점,조용하며 깔끔하고 책상도 넓으니 공부하기 너무 좋아요,4
어라운드스터디카페 분당야탑점,화장실은 공용이라 불편했지만 사장님께서 피드백도 빠르시고 친절하셔서 너무 좋았어요! 편하고 쾌적하게 이용했습니다,4.5
어라운드스터디카페 분당야탑점,좋아요,5
어라운드스터디카페 분당야탑점,"안마의자, 음료수, 좌석 뭐 하나 빠지는 것 없이 만족스러운 스터디카페. 주차도 가능해서 직장인들도 맘 편히 차 끌고 오기 좋은 곳.",5
